date,block_time,tx_vol,tx_number,tx_fees,tx_vol_issues_chouts,m_total,m_circ_wh_bill_1,m_circ_mc_lifo_1,m_circ_mc_fifo_1,dormancy_1,_sdd_1
09/07/30,2009-07-30,80000000000.0,16.0,0.0,500000000.0,101725000000000.0,5000000000,4500000000,4500000000,0.3724963831018234,29799710655.773148
09/07/31,2009-07-31,85000000000.0,17.0,0.0,0.0,101800000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/08/01,2009-08-01,140000000000.0,28.0,0.0,0.0,101885000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/08/02,2009-08-02,115000000000.0,23.0,0.0,0.0,102025000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/08/03,2009-08-03,60000000000.0,12.0,0.0,0.0,102140000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/08/04,2009-08-04,405000000000.0,81.0,0.0,0.0,102200000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/08/05,2009-08-05,435000000000.0,87.0,0.0,0.0,102605000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/08/06,2009-08-06,450000000000.0,90.0,0.0,0.0,103040000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/08/07,2009-08-07,954953000000.0,81.0,13000000.0,0.0,103490000000000.0,554953000000,554940000000,554940000000,7.111222273189409,6790883043456.697
09/08/08,2009-08-08,400000000000.0,80.0,0.0,0.0,103890000000000.0,0,0,0,-2.842170943040401e-14,7.62451171875
09/08/09,2009-08-09,505000000000.0,101.0,0.0,0.0,104290000000000.0,0,0,0,-2.842170943040401e-14,7.62451171875
09/08/10,2009-08-10,375000000000.0,75.0,0.0,0.0,104795000000000.0,0,0,0,-2.842170943040401e-14,7.62451171875
09/08/11,2009-08-11,350000000000.0,70.0,0.0,0.0,105170000000000.0,0,0,0,-2.842170943040401e-14,7.62451171875
09/08/12,2009-08-12,315000000000.0,63.0,0.0,0.0,105520000000000.0,0,0,0,-2.842170943040401e-14,7.62451171875
09/08/13,2009-08-13,425000000000.0,85.0,0.0,0.0,105835000000000.0,0,0,0,-2.842170943040401e-14,7.62451171875
09/08/14,2009-08-14,315000000000.0,63.0,0.0,0.0,106260000000000.0,0,0,0,-2.842170943040401e-14,7.62451171875
09/08/15,2009-08-15,130000000000.0,26.0,0.0,0.0,106575000000000.0,0,0,0,-2.842170943040401e-14,7.62451171875
09/08/16,2009-08-16,95000000000.0,19.0,0.0,0.0,106705000000000.0,0,0,0,-2.842170943040401e-14,7.62451171875
09/08/17,2009-08-17,85000000000.0,17.0,0.0,0.0,106800000000000.0,0,0,0,-2.842170943040401e-14,7.62451171875
09/08/18,2009-08-18,50000000000.0,10.0,0.0,0.0,106885000000000.0,0,0,0,-2.842170943040401e-14,7.62451171875
09/08/19,2009-08-19,90000000000.0,18.0,0.0,0.0,106935000000000.0,0,0,0,-2.842170943040401e-14,7.62451171875
09/08/20,2009-08-20,110000000000.0,22.0,0.0,0.0,107025000000000.0,0,0,0,-2.842170943040401e-14,7.62451171875
09/08/21,2009-08-21,70000000000.0,14.0,0.0,0.0,107135000000000.0,0,0,0,-2.842170943040401e-14,7.62451171875
09/08/22,2009-08-22,35000000000.0,7.0,0.0,0.0,107205000000000.0,0,0,0,-2.842170943040401e-14,7.62451171875
09/08/23,2009-08-23,75000000000.0,15.0,0.0,0.0,107240000000000.0,0,0,0,-2.842170943040401e-14,7.62451171875
09/08/24,2009-08-24,75000000000.0,15.0,0.0,0.0,107315000000000.0,0,0,0,-2.842170943040401e-14,7.62451171875
09/08/25,2009-08-25,250000000000.0,50.0,0.0,0.0,107390000000000.0,0,0,0,-2.842170943040401e-14,7.62451171875
09/08/26,2009-08-26,474806000000.0,51.0,0.0,100000000.0,107640000000000.0,229953000000,229853000000,229853000000,8.312637238044054,3946890036454.3833
09/08/27,2009-08-27,145000000000.0,29.0,0.0,0.0,107880000000000.0,0,0,0,-2.852232339201066e-14,7.624629020690918
09/08/28,2009-08-28,375000000000.0,75.0,0.0,0.0,108025000000000.0,0,0,0,-2.852232339201066e-14,7.624629020690918
09/08/29,2009-08-29,390000000000.0,78.0,0.0,0.0,108400000000000.0,0,0,0,-2.852232339201066e-14,7.624629020690918
09/08/30,2009-08-30,490000000000.0,98.0,0.0,0.0,108790000000000.0,5000000000,5000000000,5000000000,0.01499338624335772,7346759266.883888
09/08/31,2009-08-31,460000000000.0,87.0,0.0,0.0,109275000000000.0,30000000000,30000000000,30000000000,0.14847486413040625,68298437507.62464
09/09/01,2009-09-01,390000000000.0,78.0,0.0,0.0,109705000000000.0,0,0,0,-2.853273173286652e-14,7.6246337890625
09/09/02,2009-09-02,330000000000.0,66.0,0.0,0.0,110095000000000.0,0,0,0,-2.853273173286652e-14,7.6246337890625
09/09/03,2009-09-03,375000000000.0,62.0,0.0,0.0,110425000000000.0,70000000000,70000000000,70000000000,0.6575512345678726,246581712970.58755
09/09/04,2009-09-04,320000000000.0,64.0,0.0,0.0,110730000000000.0,0,0,0,-2.853273173286652e-14,7.6246337890625
09/09/05,2009-09-05,380000000000.0,76.0,0.0,0.0,111050000000000.0,0,0,0,-2.853273173286652e-14,7.6246337890625
09/09/06,2009-09-06,340000000000.0,68.0,0.0,0.0,111430000000000.0,0,0,0,-2.853273173286652e-14,7.6246337890625
09/09/07,2009-09-07,455000000000.0,79.0,0.0,0.0,111770000000000.0,65000000000,65000000000,65000000000,0.3609782000406715,164245081026.14316
09/09/08,2009-09-08,345000000000.0,69.0,0.0,0.0,112160000000000.0,0,0,0,-2.854053798850842e-14,7.624638319015503
09/09/09,2009-09-09,270000000000.0,54.0,0.0,0.0,112505000000000.0,0,0,0,-2.854053798850842e-14,7.624638319015503
09/09/10,2009-09-10,335000000000.0,67.0,0.0,0.0,112775000000000.0,0,0,0,-2.854053798850842e-14,7.624638319015503
09/09/11,2009-09-11,335000000000.0,67.0,0.0,0.0,113110000000000.0,0,0,0,-2.854053798850842e-14,7.624638319015503
09/09/12,2009-09-12,345000000000.0,69.0,0.0,0.0,113445000000000.0,0,0,0,-2.854053798850842e-14,7.624638319015503
09/09/13,2009-09-13,375000000000.0,75.0,0.0,0.0,113790000000000.0,0,0,0,-2.854053798850842e-14,7.624638319015503
09/09/14,2009-09-14,370000000000.0,74.0,0.0,0.0,114165000000000.0,0,0,0,-2.854053798850842e-14,7.624638319015503
09/09/15,2009-09-15,220000000000.0,44.0,0.0,0.0,114535000000000.0,0,0,0,-2.854053798850842e-14,7.624638319015503
09/09/16,2009-09-16,360100000000.0,73.0,0.0,0.0,114755000000000.0,100000000,100000000,100000000,0.005795879102484136,2087096072.4394531
09/09/17,2009-09-17,925000000000.0,85.0,12000000.0,0.0,115115000000000.0,505000000000,504988000000,504988000000,6.6463895145144845,6147910300933.55
09/09/18,2009-09-18,390000000000.0,78.0,0.0,0.0,115535000000000.0,0,0,0,-2.808864252301646e-14,7.6248779296875
09/09/19,2009-09-19,370000000000.0,74.0,0.0,0.0,115925000000000.0,0,0,0,-2.808864252301646e-14,7.6248779296875
09/09/20,2009-09-20,390000000000.0,78.0,0.0,0.0,116295000000000.0,0,0,0,-2.808864252301646e-14,7.6248779296875
09/09/21,2009-09-21,385000000000.0,70.0,0.0,0.0,116685000000000.0,40000000000,40000000000,40000000000,0.9861470358345077,379666608803.92114
09/09/22,2009-09-22,325000000000.0,26.0,0.0,0.0,117030000000000.0,200000000000,200000000000,200000000000,6.016168625356094,1955254803248.365
09/09/23,2009-09-23,180000000000.0,36.0,0.0,0.0,117155000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/09/24,2009-09-24,485000000000.0,97.0,0.0,0.0,117335000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/09/25,2009-09-25,585000000000.0,93.0,0.0,0.0,117820000000000.0,130000000000,130000000000,130000000000,0.6508476772712599,380745891211.3287
09/09/26,2009-09-26,500000000000.0,100.0,0.0,0.0,118275000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/09/27,2009-09-27,515000000000.0,88.0,0.0,0.0,118775000000000.0,80000000000,80000000000,80000000000,0.29118403901471446,149959780100.2176
09/09/28,2009-09-28,425000000000.0,85.0,0.0,0.0,119210000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/09/29,2009-09-29,655000000000.0,90.0,0.0,0.0,119635000000000.0,215000000000,215000000000,215000000000,1.0314253781452924,675583622692.8103
09/09/30,2009-09-30,425000000000.0,85.0,0.0,0.0,120075000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/10/01,2009-10-01,410000000000.0,82.0,0.0,0.0,120500000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/10/02,2009-10-02,410000000000.0,73.0,0.0,0.0,120910000000000.0,50000000000,50000000000,50000000000,0.50739216350494,208030787044.66205
09/10/03,2009-10-03,290000000000.0,58.0,0.0,0.0,121270000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/10/04,2009-10-04,265000000000.0,53.0,0.0,0.0,121560000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/10/05,2009-10-05,275000000000.0,55.0,0.0,0.0,121825000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/10/06,2009-10-06,305000000000.0,45.0,0.0,0.0,122100000000000.0,70000000000,70000000000,70000000000,1.0207970931997288,311343113433.55096
09/10/07,2009-10-07,300000000000.0,60.0,0.0,0.0,122315000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/10/08,2009-10-08,350000000000.0,70.0,0.0,0.0,122615000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/10/09,2009-10-09,385000000000.0,77.0,0.0,0.0,122965000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/10/10,2009-10-10,395000000000.0,79.0,0.0,0.0,123350000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/10/11,2009-10-11,370000000000.0,74.0,0.0,0.0,123745000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/10/12,2009-10-12,795000000000.0,59.0,0.0,0.0,124115000000000.0,505000000000,505000000000,505000000000,41.12788565688326,32696669097229.84
09/10/13,2009-10-13,285000000000.0,57.0,0.0,0.0,124405000000000.0,0,0,0,-2.930988785010413e-14,7.625
09/10/14,2009-10-14,345000000000.0,69.0,0.0,0.0,124690000000000.0,0,0,0,-2.930988785010413e-14,7.625
09/10/15,2009-10-15,355000000000.0,71.0,0.0,0.0,125035000000000.0,0,0,0,-2.930988785010413e-14,7.625
09/10/16,2009-10-16,1270000000000.0,61.0,0.0,0.0,125390000000000.0,970000000000,970000000000,970000000000,4.463226523767834,5668297685192.812
09/10/17,2009-10-17,285000000000.0,57.0,0.0,0.0,125690000000000.0,0,0,0,-2.930988785010413e-14,7.625
09/10/18,2009-10-18,405000000000.0,75.0,0.0,0.0,125975000000000.0,35000000000,35000000000,35000000000,0.237844650205732,96327083340.95833
09/10/19,2009-10-19,560000000000.0,112.0,0.0,0.0,126345000000000.0,0,0,0,-2.930988785010413e-14,7.625
09/10/20,2009-10-20,979988000000.0,96.0,12000000.0,0.0,126905000000000.0,504988000000,504976000000,504976000000,6.784336094667193,6648567960748.367
09/10/21,2009-10-21,489976000000.0,81.0,0.0,0.0,127380000000000.0,89976000000,89976000000,89976000000,2.0531115316532222,1005975375840.958
09/10/22,2009-10-22,1645000000000.0,91.0,0.0,0.0,127780000000000.0,1195000000000,1195000000000,1195000000000,4.316071076775836,7099936921303.922
09/10/23,2009-10-23,445000000000.0,89.0,0.0,0.0,128230000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/10/24,2009-10-24,1535000000000.0,63.0,0.0,0.0,128675000000000.0,1225000000000,1225000000000,1225000000000,1.7621567740378532,2704910648155.7734
09/10/25,2009-10-25,380000000000.0,76.0,0.0,0.0,128985000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/10/26,2009-10-26,355000000000.0,71.0,0.0,0.0,129365000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/10/27,2009-10-27,1620000000000.0,65.0,0.0,0.0,129720000000000.0,1300000000000,1300000000000,1300000000000,2.1369502672039036,3461859432877.9946
09/10/28,2009-10-28,330000000000.0,66.0,0.0,0.0,130040000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/10/29,2009-10-29,435000000000.0,48.0,0.0,0.0,130370000000000.0,205000000000,205000000000,205000000000,2.501434786079154,1088124131952.0692
09/10/30,2009-10-30,300000000000.0,60.0,0.0,0.0,130600000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/10/31,2009-10-31,230000000000.0,46.0,0.0,0.0,130900000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/11/01,2009-11-01,125000000000.0,25.0,0.0,0.0,131130000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/11/02,2009-11-02,165000000000.0,33.0,0.0,0.0,131255000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/11/03,2009-11-03,310000000000.0,62.0,0.0,0.0,131420000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/11/04,2009-11-04,1865000000000.0,64.0,0.0,0.0,131730000000000.0,1550000000000,1550000000000,1550000000000,6.714621127494758,12522768402785.402
09/11/05,2009-11-05,285000000000.0,57.0,0.0,0.0,132045000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/11/06,2009-11-06,310000000000.0,62.0,0.0,0.0,132330000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/11/07,2009-11-07,345000000000.0,69.0,0.0,0.0,132640000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/11/08,2009-11-08,365000000000.0,73.0,0.0,0.0,132985000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/11/09,2009-11-09,320000000000.0,64.0,0.0,0.0,133350000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/11/10,2009-11-10,390000000000.0,78.0,0.0,0.0,133670000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/11/11,2009-11-11,9320000000000.0,73.0,0.0,7300000000000.0,134060000000000.0,1800000000000,250000000000,250000000000,1.1632937740919282,10841897974544.66
09/11/12,2009-11-12,330000000000.0,66.0,0.0,0.0,134380000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/11/13,2009-11-13,460000000000.0,83.0,0.0,2000000000.0,134710000000000.0,55000000000,53000000000,53000000000,0.3714403431964288,170862557877.99533
09/11/14,2009-11-14,395000000000.0,79.0,0.0,0.0,135110000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/11/15,2009-11-15,480000000000.0,96.0,0.0,0.0,135505000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/11/16,2009-11-16,485000000000.0,97.0,0.0,0.0,135985000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/11/17,2009-11-17,460000000000.0,92.0,0.0,0.0,136470000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/11/18,2009-11-18,395000000000.0,79.0,0.0,0.0,136930000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/11/19,2009-11-19,4785000000000.0,72.0,0.0,0.0,137325000000000.0,2250000000000,2250000000000,2250000000000,3.745781981694309,17923566782415.027
09/11/20,2009-11-20,430000000000.0,86.0,0.0,0.0,137675000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/11/21,2009-11-21,365000000000.0,73.0,0.0,0.0,138105000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/11/22,2009-11-22,530000000000.0,106.0,0.0,0.0,138470000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/11/23,2009-11-23,480000000000.0,96.0,0.0,0.0,139000000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/11/24,2009-11-24,465000000000.0,93.0,0.0,0.0,139480000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/11/25,2009-11-25,450000000000.0,90.0,0.0,0.0,139945000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/11/26,2009-11-26,420000000000.0,84.0,0.0,0.0,140395000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/11/27,2009-11-27,370000000000.0,74.0,0.0,0.0,140815000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/11/28,2009-11-28,355000000000.0,71.0,0.0,0.0,141185000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/11/29,2009-11-29,300000000000.0,60.0,0.0,0.0,141540000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/11/30,2009-11-30,375000000000.0,75.0,0.0,0.0,141840000000000.0,0,0,0,-2.842170943040401e-14,7.625
09/12/01,2009-12-01,1370000000000.0,74.0,22000000.0,4958000000.0,142215000000000.0,1005000000000,1000020000000,1000020000000,81.34142407576368,111437750983803.9
09/12/02,2009-12-02,470000000000.0,94.0,0.0,0.0,142580000000000.0,0,0,0,-2.4868995751603507e-14,7.6171875
09/12/03,2009-12-03,440000000000.0,88.0,0.0,0.0,143050000000000.0,0,0,0,-2.4868995751603507e-14,7.6171875
09/12/04,2009-12-04,180000000000.0,36.0,0.0,0.0,143490000000000.0,0,0,0,-2.4868995751603507e-14,7.6171875
09/12/05,2009-12-05,410000000000.0,65.0,0.0,435000000.0,143670000000000.0,90000000000,89565000000,89565000000,2.2449741700541748,920439409729.8391
09/12/06,2009-12-06,529000000000.0,105.0,0.0,0.0,143990000000000.0,10000000000,10000000000,10000000000,0.04446048186652983,23519594915.024532
09/12/07,2009-12-07,560000000000.0,112.0,0.0,0.0,144505000000000.0,0,0,0,-2.481348460037225e-14,7.61712646484375
09/12/08,2009-12-08,675000000000.0,107.0,0.0,0.0,145065000000000.0,150000000000,150000000000,150000000000,0.4467512002743235,301557060192.8023
09/12/09,2009-12-09,715500000000.0,109.0,0.0,24300000000.0,145590000000000.0,215000000000,205000000000,205000000000,0.4064143469989658,290789465285.39496
09/12/10,2009-12-10,520000000000.0,104.0,0.0,0.0,146070000000000.0,0,0,0,-2.4868995751603507e-14,7.6171875
09/12/11,2009-12-11,560000000000.0,112.0,0.0,0.0,146590000000000.0,0,0,0,-2.4868995751603507e-14,7.6171875
09/12/12,2009-12-12,1070000000000.0,112.0,0.0,0.0,147150000000000.0,520000000000,520000000000,520000000000,1.318039384302502,1410302141211.3208
09/12/13,2009-12-13,570000000000.0,114.0,0.0,0.0,147700000000000.0,0,0,0,-2.4868995751603507e-14,7.6171875
09/12/14,2009-12-14,3764570000000.0,107.0,0.0,100000000.0,148270000000000.0,1654235000000,1654135000000,1654135000000,5.49039739403182,20668985317658.082
09/12/15,2009-12-15,1095900000000.0,112.0,0.0,900000000.0,148780000000000.0,545900000000,545000000000,545000000000,1.5712576125491053,1721941217600.2092
09/12/16,2009-12-16,765000000000.0,137.0,0.0,0.0,149330000000000.0,85000000000,85000000000,85000000000,0.27334944625996016,209112326396.50586
09/12/17,2009-12-17,874950000000.0,172.0,0.0,9950000000.0,150010000000000.0,25000000000,20000000000,20000000000,4.77381508963208,4176849512681.2275
09/12/18,2009-12-18,1125000000000.0,225.0,0.0,0.0,150855000000000.0,0,0,0,-2.4868995751603507e-14,7.6171875
09/12/19,2009-12-19,995000000000.0,199.0,0.0,0.0,151980000000000.0,5000000000,5000000000,5000000000,0.016474792946187675,16392418989.09867
09/12/20,2009-12-20,875000000000.0,175.0,0.0,0.0,152970000000000.0,0,0,0,-2.4868995751603507e-14,7.6171875
09/12/21,2009-12-21,880000000000.0,176.0,0.0,0.0,153845000000000.0,5000000000,5000000000,5000000000,0.017501117950311833,15400983803.913485
09/12/22,2009-12-22,810000000000.0,162.0,0.0,0.0,154720000000000.0,0,0,0,-2.4868995751603507e-14,7.6171875
09/12/23,2009-12-23,770000000000.0,154.0,0.0,0.0,155530000000000.0,0,0,0,-2.4868995751603507e-14,7.6171875
09/12/24,2009-12-24,770000000000.0,154.0,0.0,0.0,156300000000000.0,0,0,0,-2.4868995751603507e-14,7.6171875
09/12/25,2009-12-25,750000000000.0,150.0,0.0,5000000000.0,157070000000000.0,5000000000,0,0,0.4950265432098516,371269907415.02454
09/12/26,2009-12-26,870000000000.0,174.0,0.0,0.0,157815000000000.0,0,0,0,-2.4868995751603507e-14,7.6171875
09/12/27,2009-12-27,860000000000.0,168.0,0.0,0.0,158685000000000.0,25000000000,25000000000,25000000000,0.1568704914943765,134908622692.80237
09/12/28,2009-12-28,685000000000.0,137.0,0.0,0.0,159520000000000.0,0,0,0,-2.4868995751603507e-14,7.6171875
09/12/29,2009-12-29,855000000000.0,171.0,0.0,0.0,160205000000000.0,0,0,0,-2.4868995751603507e-14,7.6171875
09/12/30,2009-12-30,705000000000.0,141.0,0.0,0.0,161060000000000.0,0,0,0,-2.4868995751603507e-14,7.6171875
09/12/31,2009-12-31,690000000000.0,138.0,0.0,0.0,161765000000000.0,0,0,0,-2.4868995751603507e-14,7.6171875
10/01/01,2010-01-01,665000000000.0,133.0,0.0,0.0,162455000000000.0,10000000000,10000000000,10000000000,0.023420617515987383,15574710655.765335
10/01/02,2010-01-02,635000000000.0,127.0,0.0,0.0,163110000000000.0,0,0,0,-2.4868995751603507e-14,7.6171875
10/01/03,2010-01-03,930000000000.0,186.0,0.0,0.0,163745000000000.0,0,0,0,-2.4868995751603507e-14,7.6171875
10/01/04,2010-01-04,2985435000000.0,183.0,0.0,2634000000.0,164675000000000.0,2080435000000,2077801000000,2077801000000,14.547986099306087,43432066880389.555
10/01/05,2010-01-05,990000000000.0,198.0,0.0,0.0,165580000000000.0,0,0,0,-2.4868995751603507e-14,7.6171875
10/01/06,2010-01-06,815000000000.0,163.0,0.0,0.0,166570000000000.0,0,0,0,-2.4868995751603507e-14,7.6171875
10/01/07,2010-01-07,770000000000.0,154.0,0.0,0.0,167385000000000.0,0,0,0,-2.4868995751603507e-14,7.6171875
10/01/08,2010-01-08,765000000000.0,153.0,0.0,0.0,168155000000000.0,0,0,0,-2.4868995751603507e-14,7.6171875
10/01/09,2010-01-09,755000000000.0,151.0,0.0,0.0,168920000000000.0,0,0,0,-2.4868995751603507e-14,7.6171875
10/01/10,2010-01-10,950000000000.0,190.0,0.0,0.0,169675000000000.0,0,0,0,-2.4868995751603507e-14,7.6171875
10/01/11,2010-01-11,795000000000.0,159.0,0.0,0.0,170625000000000.0,0,0,0,-2.4868995751603507e-14,7.6171875
10/01/12,2010-01-12,1874988000000.0,161.0,26000000.0,0.0,171420000000000.0,1075000000000,1074988000000,1074988000000,25.7846400834249,48345890740748.35
10/01/13,2010-01-13,825800000000.0,166.0,0.0,5800000000.0,172215000000000.0,5800000000,0,0,0.24861493736710705,205306215285.39648
10/01/14,2010-01-14,755500000000.0,145.0,0.0,400000000.0,173035000000000.0,40500000000,40100000000,40100000000,0.7697097366227657,581515706026.1373
10/01/15,2010-01-15,725074000000.0,142.0,0.0,0.0,173750000000000.0,20074000000,20074000000,20074000000,0.10575743501375995,76681966442.8039
10/01/16,2010-01-16,650100000000.0,126.0,0.0,0.0,174455000000000.0,25100000000,25100000000,25100000000,0.19281821849342604,125351123850.2113
10/01/17,2010-01-17,655000000000.0,131.0,0.0,0.0,175080000000000.0,0,0,0,-2.5118795932144167e-14,7.618717193603516
10/01/18,2010-01-18,630000000000.0,126.0,0.0,0.0,175735000000000.0,5000000000,5000000000,5000000000,0.03682071208110363,23197048618.729828
10/01/19,2010-01-19,620000000000.0,124.0,0.0,0.0,176360000000000.0,0,0,0,-2.5118795932144167e-14,7.618715286254883
10/01/20,2010-01-20,790000000000.0,158.0,0.0,0.0,176980000000000.0,0,0,0,-2.5118795932144167e-14,7.618715286254883
10/01/21,2010-01-21,943829000000.0,184.0,0.0,27829000000.0,177770000000000.0,20000000000,15100000000,15100000000,0.017188345342506524,16222858803.915012
